Item_Weight,Item_MRP,Item_Type,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Visibility_Class
15.1,157.3604,0,1,2,2,1
11.1,157.4604,0,2,1,1,2
20.7,157.5288,0,1,2,2,4
12.5,157.6604,0,2,0,0,2
12.5,157.8288,0,1,2,3,4
11.1,158.1604,0,1,1,1,2
11.1,158.1604,0,2,1,1,2
20.7,158.2288,0,0,2,1,4
12.5,158.4604,0,1,2,3,1
15.1,158.6604,0,2,1,1,1
11.1,158.8604,0,2,0,1,2
12.5,158.9604,0,1,2,3,2
11.1,159.0604,0,1,2,0,3
12.5,159.1288,0,2,0,0,4
11.1,159.1604,0,1,2,2,2
15.1,159.2604,0,2,0,1,1
15.1,159.6604,0,0,2,1,1
15.1,159.7604,0,1,1,1,1
15.1,159.9604,0,2,1,1,1
12.5,160.4604,0,2,0,0,4
10.5,161.721,0,2,0,1,1
5.26,161.8868,0,2,1,1,4
5.26,161.8868,0,1,0,1,4
12.5,162.221,0,2,0,0,0
10.5,162.421,0,2,1,1,1
10.5,162.421,0,2,1,1,4
12.5,162.5868,0,2,0,0,1
5.26,162.6868,0,1,1,1,4
5.26,162.7868,0,2,1,1,4
5.26,162.9868,0,1,2,0,1
10.5,163.121,0,0,2,1,1
19.35,163.3184,0,1,2,2,4
19.35,163.3184,0,2,1,1,4
10.5,163.621,0,1,0,1,1
19.35,163.9184,0,2,1,1,4
19.35,164.1184,0,1,1,1,4
10.5,164.121,0,1,1,1,1
10.5,164.121,0,1,2,2,1
12.5,164.121,0,1,2,3,1
5.26,164.4868,0,0,2,1,4
19.35,164.5184,0,0,2,1,4
6.63,164.85,0,2,0,1,1
12.5,164.95,0,1,2,3,1
5.26,165.0868,0,2,0,1,4
19.35,165.3184,0,1,0,1,4
5.26,165.4868,0,1,2,2,4
12.5,165.5868,0,1,2,3,4
12.5,165.65,0,2,0,0,2
19.35,165.9184,0,1,2,0,1
6.63,166.15,0,1,0,1,1
12.5,166.4184,0,1,2,3,4
6.63,166.75,0,2,1,1,1
6.63,166.85,0,1,2,0,2
6.63,166.85,0,0,2,1,1
19.35,166.9184,0,2,0,1,4
20.0,167.1132,0,1,2,2,4
6.63,167.25,0,1,2,2,1
20.0,167.3132,0,0,2,1,4
12.5,167.3132,0,1,2,3,4
6.63,168.35,0,1,1,1,1
6.63,168.45,0,2,1,1,1
20.0,168.5132,0,2,1,1,4
20.0,168.7132,0,2,1,1,4
20.0,168.7132,0,1,0,1,4
20.0,168.8132,0,2,0,1,4
20.0,169.1132,0,1,1,1,4
20.0,169.6132,0,1,2,0,1
12.6,170.3764,0,1,2,0,4
12.6,170.3764,0,2,1,1,4
11.65,170.4422,0,0,2,1,4
12.6,170.5764,0,0,2,1,4
10.3,170.9422,0,2,1,1,4
11.65,171.1422,0,2,1,1,4
12.6,171.1764,0,2,0,1,4
12.5,171.3764,0,1,2,3,4
11.65,171.9422,0,1,2,2,4
11.65,171.9422,0,2,0,1,4
10.3,172.0422,0,1,0,1,4
11.65,172.0422,0,1,1,1,4
12.5,172.1422,0,1,2,3,4
10.3,172.3422,0,2,1,1,4
12.5,172.3422,0,1,2,3,4
12.5,172.4764,0,2,0,0,4
12.6,172.5764,0,1,1,1,4
12.5,172.6422,0,2,0,0,1
11.65,172.7422,0,2,1,1,4
12.6,172.8764,0,1,0,1,4
12.6,172.9764,0,2,1,1,4
10.3,173.0422,0,0,2,1,4
10.3,173.2422,0,2,0,1,4
12.6,173.2764,0,1,2,2,4
11.65,173.5422,0,1,0,1,4
10.3,173.6422,0,1,1,1,4
10.3,174.4422,0,1,2,2,4
5.44,174.637,0,0,2,1,4
10.3,174.737,0,1,1,1,1
12.5,175.037,0,2,0,0,2
10.3,175.837,0,2,0,1,1
5.44,176.037,0,1,1,1,4
5.44,176.037,0,2,1,1,4
5.44,176.837,0,1,0,1,4
10.3,177.037,0,0,2,1,1
12.5,177.037,0,1,2,3,4
10.3,177.637,0,2,1,1,1
19.7,177.766,0,2,1,1,1
5.44,177.837,0,1,2,2,4
20.85,177.866,0,2,0,1,4
10.3,177.937,0,1,0,1,1
12.5,177.937,0,1,2,3,1
19.7,178.066,0,1,0,1,1
5.44,178.137,0,2,1,1,4
10.3,178.237,0,1,2,2,1
20.85,178.366,0,2,1,1,4
5.44,178.437,0,2,0,1,4
10.3,178.437,0,2,1,1,1
19.7,178.666,0,2,0,1,4
12.5,178.766,0,1,2,3,4
19.7,179.166,0,0,2,1,1
20.85,179.566,0,1,1,1,4
19.7,179.666,0,2,1,1,1
16.0,179.7634,0,0,2,1,1
20.85,179.766,0,1,2,0,4
12.5,179.766,0,2,0,0,2
20.85,180.066,0,1,2,2,4
16.0,180.5634,0,2,1,1,1
19.7,180.566,0,1,2,0,1
19.7,180.566,0,1,1,1,1
12.5,180.866,0,1,2,3,1
20.85,181.266,0,1,0,1,4
7.52,181.395,0,1,1,1,4
12.5,181.395,0,1,2,3,4
16.0,181.4634,0,2,0,1,1
19.7,181.466,0,1,2,2,1
20.85,181.666,0,0,2,1,4
12.5,181.7634,0,1,2,3,1
7.52,181.795,0,2,1,1,4
16.0,181.9634,0,1,2,2,1
7.52,182.295,0,0,2,1,4
16.0,182.5634,0,1,1,1,1
7.52,182.995,0,1,2,2,4
7.52,182.995,0,1,0,1,4
7.52,183.095,0,2,0,1,4
5.985,183.4924,0,2,1,1,4
16.0,183.5634,0,1,0,1,1
16.0,183.6634,0,2,1,1,1
12.5,183.6924,0,2,0,0,4
7.52,183.895,0,1,2,0,1
5.985,184.1924,0,1,0,1,4
5.985,184.3924,0,2,0,1,4
6.035,184.424,0,1,1,1,4
12.5,184.695,0,2,0,0,1
17.75,184.724,0,0,2,1,4
5.985,184.8924,0,2,1,1,4
6.035,184.924,0,1,0,1,4
12.5,184.9924,0,1,2,3,4
17.75,185.224,0,2,1,1,4
12.5,185.224,0,2,0,0,1
6.035,185.324,0,2,1,1,4
17.75,185.424,0,1,2,0,1
6.035,185.724,0,2,1,1,4
6.035,186.124,0,1,2,0,1
12.5,186.424,0,1,2,3,4
5.985,186.5924,0,0,2,1,4
5.985,186.6924,0,1,2,2,4
5.985,186.8924,0,1,1,1,4
17.75,186.924,0,1,2,2,4
17.75,187.124,0,2,0,1,4
12.5,187.124,0,1,2,3,4
17.75,187.324,0,1,1,1,4
17.75,187.624,0,2,1,1,4
6.035,187.724,0,1,2,2,4
16.7,187.8214,0,0,2,1,1
16.7,187.8214,0,1,0,1,1
12.5,187.824,0,2,0,0,1
16.7,187.9214,0,1,2,2,1
17.75,188.024,0,1,0,1,4
16.7,188.1214,0,2,0,1,1
6.035,188.224,0,2,0,1,4
6.035,188.324,0,0,2,1,4
16.7,188.6214,0,2,1,1,1
12.5,188.7214,0,2,0,0,1
16.7,189.2214,0,1,2,0,1
16.7,189.6214,0,1,1,1,1
12.5,190.2214,0,1,2,3,1
16.7,190.3214,0,2,1,1,1
9.3,193.0136,0,1,0,1,4
12.5,193.3136,0,1,2,3,4
15.75,194.3452,0,1,0,1,4
19.7,194.411,0,1,0,1,4
15.75,194.4452,0,2,0,1,4
20.2,194.611,0,1,2,0,2
9.3,194.6136,0,2,1,1,4
19.7,194.711,0,1,2,2,1
15.75,194.8452,0,2,1,1,4
12.5,194.9452,0,1,2,3,4
20.2,195.011,0,2,1,1,1
9.3,195.0136,0,1,2,0,4
9.3,195.0136,0,2,0,1,4
20.2,195.211,0,1,2,2,1
20.2,195.311,0,2,1,1,1
15.75,195.3452,0,0,2,1,4
15.75,195.5452,0,1,2,2,4
19.7,195.611,0,2,1,1,1
12.5,195.6136,0,2,0,0,4
12.5,195.711,0,1,2,3,1
20.2,195.811,0,1,1,1,1
9.3,195.8136,0,0,2,1,4
9.3,195.8136,0,1,1,1,4
9.3,195.8136,0,1,2,2,4
12.5,195.8426,0,1,2,0,1
15.75,195.8452,0,2,1,1,4
9.3,195.9136,0,2,1,1,4
12.5,196.211,0,1,2,3,1
12.5,196.3426,0,2,1,1,4
4.92,196.5084,0,1,0,1,4
12.5,196.5084,0,1,2,3,4
15.75,196.5452,0,1,1,1,4
12.5,196.7426,0,1,1,1,4
12.5,196.8426,0,1,2,3,4
12.5,196.9426,0,1,2,2,4
19.7,197.011,0,2,0,1,1
12.5,197.1426,0,0,2,1,4
20.2,197.211,0,0,2,1,4
19.7,197.311,0,0,2,1,1
20.2,197.311,0,1,0,1,1
12.5,197.311,0,2,0,0,2
20.2,197.511,0,2,0,1,1
12.5,197.7426,0,2,1,1,4
19.7,197.911,0,2,1,1,4
12.5,197.9426,0,1,0,1,4
12.5,198.011,0,2,0,0,0
19.7,198.411,0,1,1,1,1
4.92,198.8084,0,0,2,1,4
4.92,199.1084,0,1,2,2,4
4.92,199.1084,0,2,0,1,4
12.5,199.7426,0,2,0,1,4
4.92,199.8084,0,1,1,1,4
4.92,200.0084,0,2,1,1,4
4.92,200.3084,0,2,1,1,4
8.895,206.5296,0,2,0,1,4
8.895,206.8296,0,2,1,1,4
8.895,207.4296,0,1,1,1,4
8.895,207.5296,0,1,2,2,4
8.895,207.8296,0,2,1,1,4
8.895,208.8296,0,1,0,1,4
8.895,209.0296,0,0,2,1,4
8.895,209.2296,0,1,2,0,4
12.5,209.5296,0,1,2,3,4
15.0,219.7456,0,0,2,1,4
15.0,219.8456,0,2,0,1,4
12.1,220.2114,0,1,2,2,1
15.0,220.3456,0,2,1,1,4
12.5,220.4456,0,1,2,3,4
12.1,220.8114,0,1,1,1,1
12.1,220.9114,0,2,1,1,1
15.0,220.9456,0,1,2,2,4
15.0,220.9456,0,2,1,1,4
12.1,221.4114,0,2,0,1,1
12.5,221.5114,0,1,2,3,1
15.0,221.9456,0,1,2,0,4
15.0,221.9456,0,1,1,1,4
12.1,222.0114,0,2,1,1,1
12.1,222.6114,0,1,0,1,1
15.0,222.6456,0,1,0,1,4
12.1,223.0114,0,0,2,1,1
12.5,223.1404,0,2,0,0,0
6.215,223.9062,0,1,0,1,4
9.695,223.9404,0,1,0,1,1
9.695,224.0404,0,1,2,2,1
6.215,224.1062,0,2,1,1,4
6.215,224.4062,0,1,2,0,1
6.215,224.5062,0,2,1,1,4
12.5,224.7404,0,1,2,3,1
9.695,224.8404,0,0,2,1,1
9.695,225.3404,0,2,1,1,1
6.215,225.8062,0,1,1,1,4
9.695,225.9404,0,1,2,0,0
6.215,226.1062,0,2,0,1,4
9.695,226.1404,0,2,0,1,1
9.695,226.5404,0,2,1,1,1
6.215,226.6062,0,1,2,2,4
12.5,226.8062,0,1,2,3,4
9.695,226.9404,0,1,1,1,1
6.215,227.4062,0,0,2,1,4
12.5,227.5062,0,2,0,0,4
12.65,228.301,0,1,1,1,4
12.65,228.501,0,1,2,2,4
12.65,229.101,0,1,2,0,4
12.65,229.601,0,1,0,1,4
12.5,230.001,0,2,0,0,4
12.65,230.601,0,2,1,1,4
12.65,230.701,0,0,2,1,4
12.65,231.401,0,2,1,1,4
12.65,231.401,0,2,0,1,4
12.5,231.601,0,1,2,3,4
20.35,232.7616,0,1,2,0,1
20.35,232.7616,0,0,2,1,4
20.35,233.0616,0,1,1,1,4
20.35,233.3616,0,2,0,1,4
20.35,233.6616,0,1,0,1,4
20.35,234.2616,0,2,1,1,4
12.5,234.5616,0,1,2,3,4
20.35,234.6616,0,2,1,1,4
20.35,236.2616,0,1,2,2,4
20.25,238.6538,0,1,1,1,4
18.2,239.2196,0,2,1,1,4
20.25,240.3538,0,1,0,1,4
20.25,240.4538,0,1,2,2,4
20.25,240.7538,0,0,2,1,4
20.25,240.8538,0,2,1,1,4
12.5,241.0538,0,1,2,3,4
18.2,241.1196,0,1,2,2,4
20.25,241.1538,0,2,1,1,4
18.2,241.2196,0,2,1,1,4
18.2,241.3196,0,1,1,1,4
18.2,241.4196,0,1,2,0,4
18.2,241.4196,0,0,2,1,4
18.2,241.8196,0,2,0,1,4
20.25,241.8538,0,2,0,1,4
12.5,242.5196,0,1,2,3,4
18.2,243.0196,0,1,0,1,4
11.3,245.2118,0,2,1,1,4
11.3,245.3118,0,1,2,0,1
11.3,245.4118,0,0,2,1,4
12.5,246.9118,0,1,2,3,4
11.3,247.5118,0,1,1,1,4
11.3,247.8118,0,2,1,1,4
11.3,247.8118,0,2,0,1,4
11.3,248.0118,0,1,2,2,4
11.3,248.6118,0,1,0,1,4
15.7,249.6724,0,0,2,1,1
15.7,249.9724,0,2,0,1,1
12.5,250.4724,0,2,0,0,1
15.7,250.5724,0,1,2,2,1
15.7,250.6724,0,1,0,1,4
12.5,250.9724,0,1,2,3,1
15.7,251.7724,0,2,1,1,1
15.7,253.3724,0,1,1,1,1
15.7,253.4724,0,2,1,1,1
15.5,261.7568,0,1,0,1,1
15.5,262.1568,0,1,2,0,1
12.5,262.7568,0,1,2,3,1
15.5,262.8568,0,2,0,1,1
15.5,262.9568,0,0,2,1,1
15.5,263.1568,0,1,1,1,1
12.5,263.8568,0,2,0,0,1
15.5,263.9568,0,2,1,1,1
15.5,265.1568,0,1,2,2,1
15.5,265.5568,0,2,1,1,1
10.195,31.9558,1,0,2,1,4
30.0,33.0558,1,1,2,3,4
10.195,33.3558,1,2,0,1,4
10.195,33.6558,1,1,2,0,1
7.155,33.6874,1,2,1,1,2
7.155,33.7874,1,2,1,1,2
10.195,33.8558,1,1,1,1,4
7.155,33.8874,1,1,2,0,3
7.155,33.8874,1,0,2,1,2
12.5,34.1874,1,2,0,0,3
7.155,34.3874,1,1,2,2,2
10.195,34.5558,1,2,1,1,4
10.195,35.2558,1,2,1,1,4
10.195,35.2558,1,1,0,1,4
7.155,35.2874,1,1,1,1,2
10.195,35.3558,1,1,2,2,4
7.155,35.8874,1,1,0,1,2
12.5,36.4874,1,1,2,3,2
7.155,36.5874,1,2,0,1,2
10.6,40.6454,1,1,1,1,4
10.6,41.4454,1,2,1,1,4
12.5,41.6454,1,2,0,0,4
10.6,41.8454,1,2,0,1,4
12.5,42.1454,1,1,2,3,4
10.6,42.2454,1,0,2,1,4
10.6,42.7454,1,1,0,1,4
10.6,42.8454,1,1,2,2,4
10.6,43.8454,1,2,1,1,4
17.6,43.9402,1,1,0,1,4
17.6,44.0402,1,0,2,1,4
17.6,44.0402,1,2,1,1,4
12.5,44.0402,1,2,0,0,4
17.6,45.2402,1,1,1,1,4
17.6,45.8402,1,1,2,2,4
17.6,46.2402,1,2,0,1,4
17.6,47.2402,1,2,1,1,4
12.5,47.7402,1,1,2,3,4
17.6,47.8402,1,1,2,0,4
12.5,60.1194,1,1,2,3,4
12.6,60.4194,1,0,2,1,4
12.6,60.5194,1,2,0,1,4
12.6,61.0194,1,1,0,1,4
12.6,61.4194,1,2,1,1,4
12.6,61.6194,1,1,2,0,1
12.6,61.9194,1,1,2,2,4
12.6,62.7194,1,1,1,1,4
9.3,63.1826,1,0,2,1,1
12.5,63.2826,1,1,2,3,1
12.6,63.7194,1,2,1,1,4
9.3,64.0826,1,2,1,1,1
9.3,64.6826,1,1,1,1,1
9.3,64.6826,1,2,1,1,1
9.3,65.2826,1,1,0,1,1
9.3,65.7826,1,1,2,2,1
9.3,65.7826,1,2,0,1,1
7.72,76.2986,1,1,2,0,1
7.72,76.3986,1,0,2,1,1
7.72,77.5986,1,2,0,1,1
7.72,77.7986,1,1,1,1,1
7.72,78.7986,1,1,2,2,1
7.72,78.8986,1,1,0,1,1
12.5,79.3986,1,1,2,3,1
7.72,79.6986,1,2,1,1,1
7.72,79.8986,1,2,1,1,1
13.15,82.7566,1,2,1,1,4
13.15,82.7566,1,1,0,1,4
17.1,82.7566,1,2,0,1,4
9.8,83.4908,1,1,1,1,4
13.15,83.5566,1,2,0,1,4
17.1,83.5566,1,2,1,1,4
12.5,83.8566,1,1,2,3,4
9.8,84.2908,1,0,2,1,4
13.15,84.3566,1,2,1,1,4
17.1,84.4566,1,1,1,1,4
12.5,84.5566,1,2,0,0,1
12.5,84.5908,1,1,2,3,4
9.8,84.6908,1,1,2,2,4
9.8,84.6908,1,2,1,1,4
9.8,84.6908,1,2,0,1,4
13.15,84.9566,1,1,2,2,4
17.1,84.9566,1,1,2,2,4
17.1,85.3566,1,0,2,1,4
12.5,85.4566,1,1,2,3,4
17.1,85.5566,1,1,0,1,4
9.8,85.6908,1,1,0,1,4
17.1,85.7566,1,2,1,1,4
9.8,85.8908,1,2,1,1,4
12.5,85.9566,1,2,0,0,4
16.75,86.1856,1,1,1,1,1
16.75,86.2856,1,2,1,1,1
13.15,86.3566,1,0,2,1,4
13.15,86.5566,1,1,1,1,4
16.75,86.9856,1,1,2,0,0
12.5,87.5856,1,2,0,0,0
16.75,87.6856,1,2,0,1,1
12.5,87.6856,1,1,2,3,4
16.75,88.7856,1,2,1,1,4
16.75,89.0856,1,1,2,2,1
16.75,89.1856,1,0,2,1,1
16.75,89.4856,1,1,0,1,1
17.85,93.1436,1,2,1,1,4
17.85,93.4436,1,2,0,1,2
17.85,93.7436,1,1,1,1,2
17.85,93.7436,1,1,2,2,2
17.85,93.8436,1,2,1,1,2
17.85,94.1436,1,0,2,1,2
12.5,94.3436,1,1,2,3,2
17.85,94.4436,1,1,0,1,2
12.5,94.8436,1,2,0,0,0
5.26,95.2068,1,1,2,0,4
5.26,95.6068,1,2,1,1,4
5.26,95.7068,1,1,0,1,4
5.26,95.9068,1,2,1,1,4
12.5,95.9068,1,1,2,3,4
5.26,96.3068,1,2,0,1,4
5.26,96.4068,1,1,1,1,4
5.26,96.8068,1,0,2,1,4
6.44,97.97,1,1,1,1,1
6.44,98.17,1,1,2,0,1
6.44,98.17,1,0,2,1,1
6.44,98.27,1,2,0,1,4
5.26,98.8068,1,1,2,2,4
12.5,98.97,1,1,2,3,1
6.44,99.47,1,1,2,2,1
6.44,99.47,1,1,0,1,1
6.44,99.87,1,2,1,1,4
6.44,100.47,1,2,1,1,1
6.55,100.6332,1,2,1,1,4
6.55,100.9332,1,1,0,1,4
9.6,101.299,1,2,1,1,4
6.55,101.3332,1,1,2,2,4
9.6,101.699,1,2,1,1,4
9.6,101.699,1,1,0,1,4
20.85,102.2648,1,1,1,1,4
12.5,102.3332,1,1,2,3,4
9.6,102.499,1,1,1,1,4
9.6,102.499,1,2,0,1,4
20.85,102.7648,1,2,1,1,4
6.55,102.9332,1,0,2,1,4
12.5,102.9332,1,2,0,0,4
12.5,103.1648,1,1,2,3,4
6.55,103.3332,1,1,1,1,4
20.85,103.6648,1,2,0,1,4
9.6,103.999,1,0,2,1,4
6.55,104.0332,1,2,0,1,4
20.85,104.0648,1,1,2,2,4
12.5,104.0648,1,2,0,0,1
6.55,104.3332,1,2,1,1,4
20.85,104.5648,1,1,2,0,1
12.5,104.599,1,2,0,0,4
9.6,104.799,1,1,2,2,4
20.85,104.9648,1,1,0,1,4
12.5,105.199,1,1,2,3,4
20.85,105.6648,1,2,1,1,4
20.85,105.7648,1,0,2,1,4
14.8,108.157,1,2,0,1,4
14.8,108.757,1,2,1,1,4
14.8,109.057,1,0,2,1,4
14.8,109.057,1,1,2,2,4
14.8,109.157,1,1,0,1,4
12.5,110.157,1,1,2,3,4
14.8,110.657,1,2,1,1,4
14.8,110.857,1,1,2,0,1
14.8,111.157,1,1,1,1,4
12.5,111.857,1,2,0,0,1
4.785,118.6098,1,1,1,1,1
4.785,119.4098,1,2,0,1,1
4.785,119.7098,1,2,1,1,1
15.0,119.9414,1,2,1,1,4
15.0,120.0414,1,0,2,1,4
4.785,120.1098,1,0,2,1,1
4.785,120.7098,1,1,2,0,2
12.5,120.7098,1,1,2,3,1
4.785,121.0098,1,2,1,1,1
15.0,121.0414,1,1,2,2,4
12.5,121.2098,1,2,0,0,2
15.0,121.5414,1,1,0,1,4
12.5,121.7414,1,2,0,0,1
15.0,121.8414,1,1,2,0,1
15.0,121.9414,1,1,1,1,4
4.785,122.0098,1,1,2,2,1
4.785,122.3098,1,1,0,1,1
15.0,122.8414,1,2,0,1,4
11.0,123.1046,1,0,2,1,1
11.0,123.2046,1,1,2,2,1
15.0,123.8414,1,2,1,1,4
12.5,123.8414,1,1,2,3,4
11.0,123.9046,1,1,2,0,4
11.0,124.4046,1,2,1,1,1
11.0,124.6046,1,2,0,1,1
11.0,125.5046,1,1,0,1,1
12.5,125.6046,1,2,0,0,2
11.0,125.7046,1,1,1,1,1
12.5,125.7046,1,1,2,3,1
11.0,126.0046,1,2,1,1,1
4.635,126.4994,1,2,1,1,2
4.635,126.9994,1,1,1,1,2
4.635,127.0994,1,2,1,1,2
4.635,127.0994,1,2,0,1,2
12.5,128.1994,1,1,2,3,2
8.6,128.231,1,1,1,1,4
4.635,128.2994,1,1,0,1,2
8.6,128.831,1,0,2,1,4
8.6,128.931,1,1,2,2,4
12.5,129.131,1,1,2,3,4
4.635,129.4994,1,0,2,1,2
12.5,129.7994,1,2,0,0,0
4.635,130.0994,1,1,2,2,2
8.6,130.131,1,2,0,1,4
8.6,130.231,1,1,2,0,1
8.6,130.531,1,2,1,1,4
8.6,131.031,1,2,1,1,4
12.5,131.131,1,2,0,0,1
8.6,131.531,1,1,0,1,4
12.8,138.4838,1,2,1,1,1
12.8,138.6838,1,1,0,1,1
12.8,138.7838,1,1,2,0,2
12.5,140.3838,1,1,2,3,4
12.8,141.3838,1,2,1,1,1
12.8,141.5838,1,2,0,1,1
12.8,141.9838,1,0,2,1,1
12.8,142.2838,1,1,2,2,1
6.575,143.5444,1,2,1,1,1
6.575,144.6444,1,1,2,2,1
6.575,144.8444,1,1,1,1,1
6.575,145.4444,1,2,1,1,1
6.575,145.7444,1,1,0,1,1
12.5,145.8444,1,1,2,3,1
6.575,146.0444,1,0,2,1,1
6.575,146.4444,1,2,0,1,1
19.5,153.6314,1,0,2,1,1
19.5,154.6314,1,1,1,1,1
19.5,155.2314,1,2,1,1,1
19.5,155.3314,1,1,2,2,1
6.55,155.4288,1,2,1,1,4
12.5,155.4314,1,2,0,0,0
6.55,155.8288,1,1,0,1,4
19.5,155.9314,1,2,0,1,1
19.5,156.1314,1,2,1,1,1
6.55,156.2288,1,1,2,0,4
19.5,156.4314,1,1,0,1,1
6.55,156.5288,1,0,2,1,4
12.5,156.5288,1,1,2,3,4
12.5,156.5314,1,1,2,3,1
12.5,156.8288,1,2,0,0,4
6.55,157.5288,1,1,1,1,4
6.55,157.5288,1,2,1,1,4
6.55,157.8288,1,2,0,1,4
10.5,158.4578,1,1,1,1,2
10.5,158.5578,1,1,2,0,0
10.5,158.7578,1,2,1,1,2
6.55,158.8288,1,1,2,2,4
10.5,159.3578,1,1,0,1,2
10.5,159.4578,1,2,1,1,2
12.5,159.6578,1,1,2,3,2
5.78,160.6552,1,2,1,1,1
10.5,160.8578,1,1,2,2,2
10.5,161.1578,1,0,2,1,2
10.5,161.1578,1,2,0,1,2
5.78,161.5552,1,1,2,2,1
5.78,161.9552,1,0,2,1,1
5.78,162.4552,1,2,1,1,1
12.5,162.6552,1,1,2,3,1
5.78,162.8552,1,1,0,1,1
12.15,163.1184,1,2,1,1,4
12.15,163.5184,1,0,2,1,4
5.78,163.5552,1,2,0,1,1
12.15,163.6184,1,1,2,2,4
5.78,164.2552,1,1,1,1,1
12.15,164.6184,1,2,1,1,4
12.15,164.7184,1,2,0,1,4
12.15,165.0184,1,1,0,1,4
12.15,166.0184,1,1,2,0,4
19.85,166.0816,1,0,2,1,1
12.15,167.1184,1,1,1,1,4
12.5,167.1184,1,1,2,3,4
19.85,167.6816,1,1,1,1,1
19.85,167.8816,1,1,0,1,1
19.85,168.9816,1,2,1,1,1
12.5,169.2816,1,1,2,3,1
19.85,169.5816,1,2,0,1,1
19.85,169.6816,1,1,2,2,4
19.85,169.7816,1,2,1,1,1
9.1,173.2054,1,2,1,1,4
9.1,173.4054,1,1,2,0,2
9.1,173.6054,1,1,0,1,1
9.1,173.9054,1,1,2,2,1
15.85,174.737,1,1,1,1,4
15.85,174.937,1,2,0,1,1
15.85,175.137,1,2,1,1,1
12.5,175.837,1,2,0,0,2
15.85,176.237,1,2,1,1,1
12.5,176.3054,1,1,2,3,1
15.85,176.437,1,1,2,0,2
9.1,176.8054,1,0,2,1,1
9.1,176.9054,1,1,1,1,1
9.1,177.0054,1,2,1,1,1
15.85,177.437,1,1,2,2,1
15.85,177.637,1,1,0,1,1
12.5,177.837,1,1,2,3,1
15.85,178.037,1,0,2,1,1
5.94,185.8556,1,1,0,1,4
5.94,186.4556,1,1,2,0,4
5.94,186.7556,1,2,0,1,4
5.94,187.7556,1,2,1,1,4
12.5,187.7556,1,2,0,0,4
5.94,188.0556,1,1,2,2,4
5.94,188.4556,1,0,2,1,4
5.94,188.7556,1,2,1,1,4
5.94,189.4556,1,1,1,1,4
12.5,189.4556,1,1,2,3,4
17.85,193.1794,1,2,1,1,1
17.85,193.3794,1,1,1,1,1
17.85,194.2794,1,0,2,1,1
12.5,194.2794,1,2,0,0,2
17.85,194.3794,1,2,1,1,1
17.85,195.7794,1,2,0,1,1
17.85,196.0794,1,1,2,2,1
17.85,196.5794,1,1,2,0,4
12.5,196.7794,1,1,2,3,1
17.85,196.9794,1,1,0,1,1
12.5,197.2742,1,0,2,1,4
12.5,197.2742,1,1,0,1,4
12.5,198.3742,1,1,2,2,4
12.5,198.4742,1,1,1,1,4
12.5,198.8742,1,2,0,1,4
12.5,198.9742,1,2,1,1,4
12.5,199.1742,1,2,1,1,4
12.5,200.0742,1,1,2,3,4
13.35,216.0166,1,1,0,1,4
12.5,216.1166,1,2,0,0,1
15.85,216.6166,1,2,0,1,1
6.71,216.7166,1,1,1,1,4
13.35,216.7166,1,2,1,1,4
13.35,216.9166,1,1,1,1,4
12.5,216.9166,1,1,2,3,1
13.35,217.0166,1,0,2,1,4
6.71,217.2166,1,1,2,0,4
12.5,217.3166,1,1,2,3,4
12.5,217.4166,1,2,0,0,4
6.71,217.5166,1,2,1,1,4
15.85,217.5166,1,2,1,1,1
6.71,217.6166,1,1,0,1,4
13.35,217.6166,1,1,2,2,4
15.85,218.2166,1,1,1,1,1
12.5,218.2166,1,1,2,3,4
6.71,218.3166,1,1,2,2,4
6.71,218.3166,1,2,1,1,4
15.85,218.3166,1,1,2,0,1
15.85,218.7166,1,0,2,1,1
15.85,218.7166,1,2,1,1,1
6.71,218.9166,1,0,2,1,4
13.35,218.9166,1,2,0,1,4
13.35,219.2166,1,1,2,0,1
6.71,219.5166,1,2,0,1,4
15.85,219.5166,1,1,0,1,1
13.35,219.6166,1,2,1,1,4
15.85,219.6166,1,1,2,2,1
7.05,222.1088,1,1,1,1,4
7.05,222.3088,1,2,1,1,4
12.5,222.5088,1,1,2,3,4
12.5,223.9088,1,2,0,0,1
7.05,224.5088,1,1,2,2,4
7.05,224.7088,1,2,0,1,4
7.05,224.9088,1,1,0,1,4
7.05,225.3088,1,2,1,1,4
7.05,225.7088,1,0,2,1,4
5.035,226.3036,1,0,2,1,1
5.035,226.4036,1,1,2,2,1
12.5,226.9036,1,1,2,3,1
5.035,227.0036,1,2,1,1,1
5.035,227.9036,1,1,0,1,1
12.5,227.9036,1,2,0,0,2
5.035,228.2036,1,2,1,1,1
5.035,228.2036,1,2,0,1,4
12.5,228.5668,1,1,2,3,4
5.035,229.0036,1,1,1,1,1
5.035,229.4036,1,1,2,0,2
13.65,229.4668,1,1,0,1,4
13.65,229.7668,1,0,2,1,4
13.65,230.2668,1,1,2,2,4
12.5,230.2668,1,2,0,0,4
13.65,230.5668,1,2,0,1,4
13.65,230.6668,1,1,1,1,4
13.65,231.1668,1,2,1,1,4
13.65,231.9668,1,1,2,0,4
13.65,231.9668,1,2,1,1,4
8.0,247.4092,1,1,0,1,4
8.0,247.8092,1,1,2,2,4
12.5,248.8092,1,1,2,3,4
8.0,249.0092,1,1,1,1,4
8.0,249.9092,1,1,2,0,4
8.0,250.3092,1,2,0,1,4
